"Freehand"	"green"	2	1	"0,0"	533	6880	.
"Freehand"	"green"	2	2	"0,0"	533	6880	.
"Freehand"	"green"	2	3	"0,0"	533	6880	.
"Freehand"	"green"	2	4	"0,0"	533	6880	.
"Freehand"	"green"	2	5	"0,0"	533	6880	.
"Freehand"	"green"	2	6	"0,0"	533	6880	.
"Freehand"	"green"	2	7	"0,0"	533	6880	.
"Freehand"	"green"	2	8	"0,0"	533	6880	.
"Freehand"	"green"	2	9	"0,0"	533	6880	.
"Freehand"	"green"	2	10	"0,0"	533	6880	.
"Freehand"	"green"	2	11	"0,0"	533	6880	.
"Freehand"	"green"	2	12	"0,0"	533	6880	.
