#ia

(9723.191363090187, 4890.799109058577)
(9917.214975049812, 4890.799109058577)
(9917.214975049812, 5155.951372211821)
(9723.191363090187, 5155.951372211821)
#lcm
(101538.4, 41484.3)
(101538.4, 41096.4)
(101006.2, 41484.3)
(101006.2, 41096.4)

